gene	individual	TPM	tissue	sex	path
_scaffold_1_004075.1	indv_3	131.652383287521	flowers	male	rddm
_scaffold_1_000100.1	indv_3	56.6337738412972	flowers	male	rddm
_scaffold_1_004073.1	indv_3	55.8892426088665	flowers	male	rddm
_scaffold_1_000103.1	indv_3	57.4529260767404	flowers	male	rddm
_scaffold_1_000104.1	indv_3	84.1237764606817	flowers	male	rddm
_scaffold_1_000106.1	indv_3	116.771813515661	flowers	male	rddm
_scaffold_1_000111.1	indv_3	31.4286788360425	flowers	male	rddm
_scaffold_1_000112.1	indv_3	37.6999146360833	flowers	male	rddm
_scaffold_1_004062.1	indv_3	0	flowers	male	rddm
_scaffold_1_004060.1	indv_3	38.0522502868878	flowers	male	rddm
_scaffold_1_004059.1	indv_3	37.5014940327355	flowers	male	rddm
_scaffold_1_004058.1	indv_3	24.0922531402189	flowers	male	rddm
_scaffold_1_004057.1	indv_3	10.6031009913984	flowers	male	rddm
_scaffold_1_004053.1	indv_3	17.0003790425762	flowers	male	rddm
_scaffold_1_000126.1	indv_3	67.1709138947474	flowers	male	rddm
_scaffold_1_004051.1	indv_3	85.552293419448	flowers	male	rddm
_scaffold_1_004050.1	indv_3	71.7109922236261	flowers	male	rddm
_scaffold_1_004049.1	indv_3	177.518336449683	flowers	male	rddm
_scaffold_1_000128.1	indv_3	65.6470252684842	flowers	male	rddm
_scaffold_1_004045.1	indv_3	71.5426316003253	flowers	male	rddm
_scaffold_1_000130.1	indv_3	37.1788891623368	flowers	male	rddm
_scaffold_1_004037.1	indv_3	55.7350323006073	flowers	male	rddm
_scaffold_1_000135.1	indv_3	27.5417640182435	flowers	male	rddm
_scaffold_1_000137.1	indv_3	100.885280793073	flowers	male	rddm
_scaffold_1_004027.1	indv_3	28.4064473071883	flowers	male	rddm
_scaffold_1_000140.1	indv_3	30.5478407983697	flowers	male	rddm
_scaffold_1_004018.1	indv_3	272.600593101061	flowers	male	rddm
_scaffold_1_000148.1	indv_3	228.3073879279	flowers	male	rddm
_scaffold_1_000149.1	indv_3	88.7821519117499	flowers	male	rddm
_scaffold_1_004017.1	indv_3	69.1663213028935	flowers	male	rddm
_scaffold_1_000151.1	indv_3	68.7442756219576	flowers	male	rddm
_scaffold_1_004016.1	indv_3	26.7867814519539	flowers	male	rddm
_scaffold_1_004014.1	indv_3	107.788429967807	flowers	male	rddm
_scaffold_1_000153.1	indv_3	127.452503287469	flowers	male	rddm
_scaffold_1_000160.1	indv_3	98.2610575074875	flowers	male	rddm
_scaffold_1_000161.1	indv_3	109.177736659819	flowers	male	rddm
_scaffold_1_004007.1	indv_3	17.4297550543536	flowers	male	rddm
_scaffold_1_004000.1	indv_3	82.190497125871	flowers	male	rddm
_scaffold_1_003996.1	indv_3	57.040833746939	flowers	male	rddm
_scaffold_1_003994.1	indv_3	34.0744815791745	flowers	male	rddm
_scaffold_1_000164.1	indv_3	26.6787702364218	flowers	male	rddm
_scaffold_1_000169.1	indv_3	152.82793942467	flowers	male	rddm
_scaffold_1_000170.1	indv_3	31.0088039589506	flowers	male	rddm
_scaffold_1_000173.1	indv_3	53.0681519331162	flowers	male	rddm
_scaffold_1_000174.1	indv_3	23.390676038077	flowers	male	rddm
_scaffold_1_003985.1	indv_3	19.2056168900802	flowers	male	rddm
_scaffold_1_000179.1	indv_3	31.1105312756217	flowers	male	rddm
_scaffold_1_003981.1	indv_3	7.06873399426562	flowers	male	rddm
_scaffold_1_000180.1	indv_3	47.5900221120428	flowers	male	rddm
_scaffold_1_003980.1	indv_3	77.7021141354388	flowers	male	rddm
_scaffold_1_003978.1	indv_3	37.9071859509912	flowers	male	rddm
_scaffold_1_000182.1	indv_3	36.7046174692582	flowers	male	rddm
_scaffold_1_000186.1	indv_3	109.272564709488	flowers	male	rddm
_scaffold_1_003968.1	indv_3	22.33631306025	flowers	male	rddm
_scaffold_1_003967.1	indv_3	68.5588780426396	flowers	male	rddm
_scaffold_1_003961.1	indv_3	96.1040632134875	flowers	male	rddm
_scaffold_1_003946.1	indv_3	53.1145993587809	flowers	male	rddm
_scaffold_1_000193.1	indv_3	128.037445933868	flowers	male	rddm
_scaffold_1_000199.1	indv_3	34.14882590262	flowers	male	rddm
_scaffold_1_003945.1	indv_3	75.5241488587654	flowers	male	rddm
_scaffold_1_000206.1	indv_3	176.819126105031	flowers	male	rddm
_scaffold_1_000209.1	indv_3	26.2925603919548	flowers	male	rddm
_scaffold_1_003935.1	indv_3	145.116738351362	flowers	male	rddm
_scaffold_1_003929.1	indv_3	112.179553684144	flowers	male	rddm
_scaffold_1_000219.1	indv_3	47.6681197307825	flowers	male	rddm
_scaffold_1_000221.1	indv_3	127.018214974411	flowers	male	rddm
_scaffold_1_000222.1	indv_3	31.1601335257423	flowers	male	rddm
_scaffold_1_000224.1	indv_3	97.0350519708531	flowers	male	rddm
_scaffold_1_003928.1	indv_3	59.0819557729664	flowers	male	rddm
_scaffold_1_003926.1	indv_3	42.7944976950135	flowers	male	rddm
_scaffold_1_000233.1	indv_3	64.3026769800937	flowers	male	rddm
_scaffold_1_000234.1	indv_3	92.7512544184811	flowers	male	rddm
_scaffold_1_003921.1	indv_3	66.3721937269325	flowers	male	rddm
_scaffold_1_003916.1	indv_3	17.962900503075	flowers	male	rddm
_scaffold_1_000239.1	indv_3	52.1637323011734	flowers	male	rddm
_scaffold_1_000240.1	indv_3	23.8303808234774	flowers	male	rddm
_scaffold_1_000241.1	indv_3	53.0467825410376	flowers	male	rddm
_scaffold_1_003906.1	indv_3	73.3545707453507	flowers	male	rddm
_scaffold_1_003905.1	indv_3	243.132945295799	flowers	male	rddm
_scaffold_1_003904.1	indv_3	52.7188055183521	flowers	male	rddm
_scaffold_1_000249.1	indv_3	37.9812572826212	flowers	male	rddm
_scaffold_1_000250.1	indv_3	83.8926671846908	flowers	male	rddm
_scaffold_1_000251.1	indv_3	91.20697542259	flowers	male	rddm
_scaffold_1_003902.1	indv_3	80.7368653802868	flowers	male	rddm
_scaffold_1_003901.1	indv_3	69.041640185971	flowers	male	rddm
_scaffold_1_000255.1	indv_3	36.858398684385	flowers	male	rddm
_scaffold_1_000258.1	indv_3	27.7248399463803	flowers	male	rddm
_scaffold_1_000261.1	indv_3	207.95279524384	flowers	male	rddm
_scaffold_1_003899.1	indv_3	43.6077930288855	flowers	male	rddm
_scaffold_1_003898.1	indv_3	150.708153897158	flowers	male	rddm
_scaffold_1_003897.1	indv_3	58.8991247949491	flowers	male	rddm
_scaffold_1_000263.1	indv_3	29.8705869915694	flowers	male	rddm
_scaffold_1_000264.1	indv_3	105.630892895441	flowers	male	rddm
_scaffold_1_003894.1	indv_3	197.797416335943	flowers	male	rddm
_scaffold_1_003893.1	indv_3	184.310693776407	flowers	male	rddm
_scaffold_1_003892.1	indv_3	54.4913113048313	flowers	male	rddm
_scaffold_1_000273.1	indv_3	130.277008768035	flowers	male	rddm
_scaffold_1_003883.1	indv_3	70.2896106642064	flowers	male	rddm
_scaffold_1_003881.1	indv_3	0	flowers	male	rddm
_scaffold_1_000279.1	indv_3	68.7481297318399	flowers	male	rddm
_scaffold_1_000282.1	indv_3	327.902921651552	flowers	male	rddm
_scaffold_1_003879.1	indv_3	83.9295592986683	flowers	male	rddm
_scaffold_1_003878.1	indv_3	66.2228763673305	flowers	male	rddm
_scaffold_1_000289.1	indv_3	19.2783654389062	flowers	male	rddm
_scaffold_1_003873.1	indv_3	112.822774773892	flowers	male	rddm
_scaffold_1_003872.1	indv_3	57.2887145022693	flowers	male	rddm
_scaffold_1_000305.1	indv_3	44.7728788721169	flowers	male	rddm
_scaffold_1_000306.1	indv_3	36.18624177742	flowers	male	rddm
_scaffold_1_000307.1	indv_3	38.0967558427789	flowers	male	rddm
_scaffold_1_000308.1	indv_3	87.282073514362	flowers	male	rddm
_scaffold_1_000309.1	indv_3	97.4997792312499	flowers	male	rddm
_scaffold_1_003862.1	indv_3	35.3243035768232	flowers	male	rddm
_scaffold_1_000312.1	indv_3	46.719343438864	flowers	male	rddm
_scaffold_1_000314.1	indv_3	128.97585702829	flowers	male	rddm
_scaffold_1_003861.1	indv_3	81.6967781376295	flowers	male	rddm
_scaffold_1_000316.1	indv_3	40.4180902995	flowers	male	rddm
_scaffold_1_000319.1	indv_3	95.065616178005	flowers	male	rddm
_scaffold_1_003860.1	indv_3	89.5749971753339	flowers	male	rddm
_scaffold_1_003859.1	indv_3	127.514901141427	flowers	male	rddm
_scaffold_1_003858.1	indv_3	242.46383152012	flowers	male	rddm
_scaffold_1_003857.1	indv_3	254.921131383604	flowers	male	rddm
_scaffold_1_003855.1	indv_3	30.6134645165188	flowers	male	rddm
_scaffold_1_000320.1	indv_3	39.0268758049209	flowers	male	rddm
_scaffold_1_000321.1	indv_3	190.855817845172	flowers	male	rddm
_scaffold_1_003847.1	indv_3	55.8892426088665	flowers	male	rddm
_scaffold_1_003846.1	indv_3	23.4770473351557	flowers	male	rddm
_scaffold_1_000323.1	indv_3	56.2666869250789	flowers	male	rddm
_scaffold_1_000326.1	indv_3	35.4421203055101	flowers	male	rddm
_scaffold_1_000329.1	indv_3	57.0133954947325	flowers	male	rddm
_scaffold_1_003845.1	indv_3	59.7812932086464	flowers	male	rddm
_scaffold_1_003844.1	indv_3	46.9691085238806	flowers	male	rddm
_scaffold_1_000330.1	indv_3	51.8673984802165	flowers	male	rddm
_scaffold_1_003843.1	indv_3	14.056124674443	flowers	male	rddm
_scaffold_1_000331.1	indv_3	28.6155978563042	flowers	male	rddm
_scaffold_1_000332.1	indv_3	76.3775241538077	flowers	male	rddm
_scaffold_1_000333.1	indv_3	80.4450233277857	flowers	male	rddm
_scaffold_1_003836.1	indv_3	60.06561741808	flowers	male	rddm
_scaffold_1_000339.1	indv_3	38.1711635690343	flowers	male	rddm
_scaffold_1_000341.1	indv_3	96.1445829930616	flowers	male	rddm
_scaffold_1_003834.1	indv_3	103.467622861119	flowers	male	rddm
_scaffold_1_000343.1	indv_3	168.705369391898	flowers	male	rddm
_scaffold_1_000347.1	indv_3	21.9164575515987	flowers	male	rddm
_scaffold_1_000348.1	indv_3	27.3762216306033	flowers	male	rddm
_scaffold_1_003831.1	indv_3	23.5228458968839	flowers	male	rddm
_scaffold_1_003818.1	indv_3	18.307512503134	flowers	male	rddm
_scaffold_1_000361.1	indv_3	37.0803263077311	flowers	male	rddm
_scaffold_1_003816.1	indv_3	64.706403402555	flowers	male	rddm
_scaffold_1_003815.1	indv_3	84.8096117993474	flowers	male	rddm
_scaffold_1_000362.1	indv_3	17.2136025114022	flowers	male	rddm
_scaffold_1_000369.1	indv_3	70.3716363136679	flowers	male	rddm
_scaffold_1_003810.1	indv_3	32.4860966544973	flowers	male	rddm
_scaffold_1_003809.1	indv_3	40.5833906131312	flowers	male	rddm
_scaffold_1_003808.1	indv_3	42.2397150243657	flowers	male	rddm
_scaffold_1_003806.1	indv_3	48.216206613517	flowers	male	rddm
_scaffold_1_000372.1	indv_3	33.7052216945116	flowers	male	rddm
_scaffold_1_000373.1	indv_3	90.8322305892035	flowers	male	rddm
_scaffold_1_000374.1	indv_3	59.4323955477087	flowers	male	rddm
_scaffold_1_000375.1	indv_3	46.9840718423546	flowers	male	rddm
_scaffold_1_000376.1	indv_3	72.5993916948784	flowers	male	rddm
_scaffold_1_000377.1	indv_3	81.4318156139399	flowers	male	rddm
_scaffold_1_003804.1	indv_3	80.3111942981517	flowers	male	rddm
_scaffold_1_000385.1	indv_3	67.1576917265609	flowers	male	rddm
_scaffold_1_003800.1	indv_3	104.865223941108	flowers	male	rddm
_scaffold_1_000386.1	indv_3	76.8403665508986	flowers	male	rddm
_scaffold_1_003795.1	indv_3	103.373721704838	flowers	male	rddm
_scaffold_1_000394.1	indv_3	50.4909571018973	flowers	male	rddm
_scaffold_1_000395.1	indv_3	108.182363738326	flowers	male	rddm
_scaffold_1_000396.1	indv_3	45.7015291710887	flowers	male	rddm
_scaffold_1_003793.1	indv_3	55.1165802686517	flowers	male	rddm
_scaffold_1_000398.1	indv_3	63.0770788293202	flowers	male	rddm
_scaffold_1_000399.1	indv_3	68.4335406981077	flowers	male	rddm
_scaffold_1_003792.1	indv_3	70.5514027504588	flowers	male	rddm
_scaffold_1_003790.1	indv_3	114.067235301819	flowers	male	rddm
_scaffold_1_003787.1	indv_3	49.8816634694885	flowers	male	rddm
_scaffold_1_003782.1	indv_3	33.477524196842	flowers	male	rddm
_scaffold_1_003775.1	indv_3	55.8635146691936	flowers	male	rddm
_scaffold_1_000402.1	indv_3	40.2715322783809	flowers	male	rddm
_scaffold_1_000403.1	indv_3	34.6150119506652	flowers	male	rddm
_scaffold_1_000407.1	indv_3	153.973934994693	flowers	male	rddm
_scaffold_1_000411.1	indv_3	201.938786395387	flowers	male	rddm
_scaffold_1_003770.1	indv_3	6.18782793418996	flowers	male	rddm
_scaffold_1_003769.1	indv_3	35.92580100615	flowers	male	rddm
_scaffold_1_003766.1	indv_3	46.1844398931194	flowers	male	rddm
_scaffold_1_003764.1	indv_3	565.8600605761	flowers	male	rddm
_scaffold_1_003763.1	indv_3	855.305051685517	flowers	male	rddm
_scaffold_1_003760.1	indv_3	43.2419864392484	flowers	male	rddm
_scaffold_1_003752.1	indv_3	36.6809980242973	flowers	male	rddm
_scaffold_1_000414.1	indv_3	77.4346312945986	flowers	male	rddm
_scaffold_1_003749.1	indv_3	69.2464057053636	flowers	male	rddm
_scaffold_1_003748.1	indv_3	125.138847082891	flowers	male	rddm
_scaffold_1_003741.1	indv_3	31.6653694765745	flowers	male	rddm
_scaffold_1_003735.1	indv_3	41.653102615826	flowers	male	rddm
_scaffold_1_003734.1	indv_3	77.9162350868225	flowers	male	rddm
_scaffold_1_003733.1	indv_3	23.6924463531937	flowers	male	rddm
_scaffold_1_003732.1	indv_3	24.4435124055566	flowers	male	rddm
_scaffold_1_000446.1	indv_3	121.467505390722	flowers	male	rddm
_scaffold_1_003721.1	indv_3	17.1731206241054	flowers	male	rddm
_scaffold_1_003717.1	indv_3	173.950592039167	flowers	male	rddm
_scaffold_1_003706.1	indv_3	65.172893709556	flowers	male	rddm
_scaffold_1_003705.1	indv_3	51.5675043810743	flowers	male	rddm
_scaffold_1_003704.1	indv_3	5.5320526911644	flowers	male	rddm
_scaffold_1_003700.1	indv_3	31.0334663162881	flowers	male	rddm
_scaffold_1_000467.1	indv_3	149.189360682993	flowers	male	rddm
_scaffold_1_000468.1	indv_3	37.5425037190224	flowers	male	rddm
_scaffold_1_000469.1	indv_3	42.6096709607825	flowers	male	rddm
_scaffold_1_003698.1	indv_3	57.9232259872965	flowers	male	rddm
_scaffold_1_000472.1	indv_3	77.2341565239393	flowers	male	rddm
_scaffold_1_003688.1	indv_3	149.174662223812	flowers	male	rddm
_scaffold_1_000497.1	indv_3	106.893322904205	flowers	male	rddm
_scaffold_1_000511.1	indv_3	91.270462029302	flowers	male	rddm
_scaffold_1_000512.1	indv_3	29.991628518527	flowers	male	rddm
_scaffold_1_003681.1	indv_3	116.836952837392	flowers	male	rddm
_scaffold_1_000522.1	indv_3	22.4206540787279	flowers	male	rddm
_scaffold_1_000523.1	indv_3	35.1970157390819	flowers	male	rddm
_scaffold_1_000528.1	indv_3	115.396185408925	flowers	male	rddm
_scaffold_1_003666.1	indv_3	72.8164766879169	flowers	male	rddm
_scaffold_1_003662.1	indv_3	165.704275958599	flowers	male	rddm
_scaffold_1_003658.1	indv_3	37.0144616427	flowers	male	rddm
_scaffold_1_003653.1	indv_3	74.215421758407	flowers	male	rddm
_scaffold_1_003646.1	indv_3	110.626823462668	flowers	male	rddm
_scaffold_1_000535.1	indv_3	213.831746036605	flowers	male	rddm
_scaffold_1_003645.1	indv_3	147.513214014702	flowers	male	rddm
_scaffold_1_000537.1	indv_3	149.451076440426	flowers	male	rddm
_scaffold_1_000541.1	indv_3	235.589298644703	flowers	male	rddm
_scaffold_1_003637.1	indv_3	176.937261698621	flowers	male	rddm
_scaffold_1_003630.1	indv_3	59.5974698438682	flowers	male	rddm
_scaffold_1_000556.1	indv_3	100.170919556044	flowers	male	rddm
_scaffold_1_000558.1	indv_3	96.8273669606895	flowers	male	rddm
_scaffold_1_000560.1	indv_3	175.389972463652	flowers	male	rddm
_scaffold_1_003616.1	indv_3	23.1716548494951	flowers	male	rddm
_scaffold_1_000561.1	indv_3	29.6475056846869	flowers	male	rddm
_scaffold_1_003615.1	indv_3	103.357552618948	flowers	male	rddm
_scaffold_1_000562.1	indv_3	41.073064892996	flowers	male	rddm
_scaffold_1_003612.1	indv_3	26.6552587934337	flowers	male	rddm
_scaffold_1_000568.1	indv_3	61.5473024989081	flowers	male	rddm
_scaffold_1_000569.1	indv_3	109.866437343778	flowers	male	rddm
_scaffold_1_000570.1	indv_3	45.9148856254866	flowers	male	rddm
_scaffold_1_000571.1	indv_3	70.7204487669853	flowers	male	rddm
_scaffold_1_003606.1	indv_3	80.8704012580986	flowers	male	rddm
_scaffold_1_000574.1	indv_3	164.497566790632	flowers	male	rddm
_scaffold_1_003605.1	indv_3	527.29546826116	flowers	male	rddm
_scaffold_1_003604.1	indv_3	27.8876080869657	flowers	male	rddm
_scaffold_1_003603.1	indv_3	25.1217895518325	flowers	male	rddm
_scaffold_1_000587.1	indv_3	30.2585521752155	flowers	male	rddm
_scaffold_1_000590.1	indv_3	59.4252891721313	flowers	male	rddm
_scaffold_1_003596.1	indv_3	46.1768185187529	flowers	male	rddm
_scaffold_1_003590.1	indv_3	227.039156670564	flowers	male	rddm
_scaffold_1_000593.1	indv_3	95.2196160125583	flowers	male	rddm
_scaffold_1_000594.1	indv_3	88.8017573831541	flowers	male	rddm
_scaffold_1_000595.1	indv_3	205.54293422747	flowers	male	rddm
_scaffold_1_000596.1	indv_3	273.308159117354	flowers	male	rddm
_scaffold_1_000597.1	indv_3	170.210782767212	flowers	male	rddm
_scaffold_1_000598.1	indv_3	165.846644703076	flowers	male	rddm
_scaffold_1_003585.1	indv_3	28.4859429619659	flowers	male	rddm
_scaffold_1_003582.1	indv_3	91.2597933604499	flowers	male	rddm
_scaffold_1_003579.1	indv_3	224.986509793815	flowers	male	rddm
_scaffold_1_003575.1	indv_3	50.3909750086262	flowers	male	rddm
_scaffold_1_000600.1	indv_3	107.053191034808	flowers	male	rddm
_scaffold_1_003574.1	indv_3	130.580384388659	flowers	male	rddm
_scaffold_1_000601.1	indv_3	76.6974077294085	flowers	male	rddm
_scaffold_1_003573.1	indv_3	95.4279089225858	flowers	male	rddm
_scaffold_1_003572.1	indv_3	152.759042810304	flowers	male	rddm
_scaffold_1_000606.1	indv_3	103.960370663139	flowers	male	rddm
_scaffold_1_000607.1	indv_3	94.8972336030948	flowers	male	rddm
_scaffold_1_000608.1	indv_3	139.805975724203	flowers	male	rddm
_scaffold_1_000609.1	indv_3	183.079762779916	flowers	male	rddm
_scaffold_1_003571.1	indv_3	125.715021465926	flowers	male	rddm
_scaffold_1_000611.1	indv_3	82.0067079999187	flowers	male	rddm
_scaffold_1_000612.1	indv_3	98.7472855832386	flowers	male	rddm
_scaffold_1_000613.1	indv_3	41.4593162360298	flowers	male	rddm
_scaffold_1_000614.1	indv_3	114.634340162093	flowers	male	rddm
_scaffold_1_003569.1	indv_3	88.935401553698	flowers	male	rddm
_scaffold_1_000615.1	indv_3	72.1117699666895	flowers	male	rddm
_scaffold_1_000616.1	indv_3	44.7728788721169	flowers	male	rddm
_scaffold_1_003568.1	indv_3	70.4944888578179	flowers	male	rddm
_scaffold_1_003567.1	indv_3	136.152538244461	flowers	male	rddm
_scaffold_1_003566.1	indv_3	196.527130061356	flowers	male	rddm
_scaffold_1_000617.1	indv_3	119.485762137839	flowers	male	rddm
_scaffold_1_003565.1	indv_3	133.429383182352	flowers	male	rddm
_scaffold_1_003564.1	indv_3	180.833221824252	flowers	male	rddm
_scaffold_1_003563.1	indv_3	198.167729553079	flowers	male	rddm
_scaffold_1_003562.1	indv_3	83.929603865008	flowers	male	rddm
_scaffold_1_003561.1	indv_3	75.451900977465	flowers	male	rddm
_scaffold_1_003559.1	indv_3	36.0360516609714	flowers	male	rddm
_scaffold_1_003557.1	indv_3	180.654923543386	flowers	male	rddm
_scaffold_1_003555.1	indv_3	186.243081939425	flowers	male	rddm
_scaffold_1_003553.1	indv_3	109.440951051085	flowers	male	rddm
_scaffold_1_000619.1	indv_3	70.6016583184833	flowers	male	rddm
_scaffold_1_000620.1	indv_3	207.722796980003	flowers	male	rddm
_scaffold_1_003548.1	indv_3	91.1710264381572	flowers	male	rddm
_scaffold_1_000621.1	indv_3	68.3064594113539	flowers	male	rddm
_scaffold_1_000624.1	indv_3	218.447707616047	flowers	male	rddm
_scaffold_1_003544.1	indv_3	124.409718299075	flowers	male	rddm
_scaffold_1_000626.1	indv_3	62.1933418640071	flowers	male	rddm
_scaffold_1_003543.1	indv_3	76.3548751865792	flowers	male	rddm
_scaffold_1_003542.1	indv_3	48.5496879670822	flowers	male	rddm
_scaffold_1_003541.1	indv_3	69.1240622323859	flowers	male	rddm
_scaffold_1_000630.1	indv_3	41.4555463314446	flowers	male	rddm
_scaffold_1_000631.1	indv_3	76.2334222491413	flowers	male	rddm
_scaffold_1_000645.1	indv_3	81.2498160260416	flowers	male	rddm
_scaffold_1_000646.1	indv_3	136.785554150815	flowers	male	rddm
_scaffold_1_003538.1	indv_3	631.314803285713	flowers	male	rddm
_scaffold_1_000649.1	indv_3	128.393913823115	flowers	male	rddm
_scaffold_1_003537.1	indv_3	191.131223065727	flowers	male	rddm
_scaffold_1_003536.1	indv_3	20.0429925913354	flowers	male	rddm
_scaffold_1_000658.1	indv_3	60.0972808958966	flowers	male	rddm
_scaffold_1_000661.1	indv_3	35.8185369383133	flowers	male	rddm
_scaffold_1_003534.1	indv_3	30.0534621168263	flowers	male	rddm
_scaffold_1_000663.1	indv_3	83.9566431299651	flowers	male	rddm
_scaffold_1_003533.1	indv_3	30.773651249454	flowers	male	rddm
_scaffold_1_000667.1	indv_3	103.298625850066	flowers	male	rddm
_scaffold_1_003523.1	indv_3	36.6809980242973	flowers	male	rddm
_scaffold_1_003520.1	indv_3	53.4563341010547	flowers	male	rddm
_scaffold_1_000681.1	indv_3	66.2763647968179	flowers	male	rddm
_scaffold_1_000688.1	indv_3	39.6409003401193	flowers	male	rddm
_scaffold_1_000692.1	indv_3	76.4661589744645	flowers	male	rddm
_scaffold_1_000696.1	indv_3	33.1923161469864	flowers	male	rddm
_scaffold_1_003510.1	indv_3	43.6127550212237	flowers	male	rddm
_scaffold_1_000697.1	indv_3	23.382494787714	flowers	male	rddm
_scaffold_1_000699.1	indv_3	22.3713779159176	flowers	male	rddm
_scaffold_1_003508.1	indv_3	42.4124039655937	flowers	male	rddm
_scaffold_1_003507.1	indv_3	76.6011429890398	flowers	male	rddm
_scaffold_1_000701.1	indv_3	124.506433371833	flowers	male	rddm
_scaffold_1_003504.1	indv_3	60.4763841800019	flowers	male	rddm
_scaffold_1_003503.1	indv_3	92.9223248072475	flowers	male	rddm
_scaffold_1_000716.1	indv_3	45.4730929115644	flowers	male	rddm
_scaffold_1_000718.1	indv_3	43.7491846063431	flowers	male	rddm
_scaffold_1_000719.1	indv_3	94.6152982279542	flowers	male	rddm
_scaffold_1_003502.1	indv_3	86.6890894241805	flowers	male	rddm
_scaffold_1_000720.1	indv_3	30.9188698355489	flowers	male	rddm
_scaffold_1_000723.1	indv_3	20.2422837108515	flowers	male	rddm
_scaffold_1_003497.1	indv_3	93.5000723786952	flowers	male	rddm
_scaffold_1_003489.1	indv_3	60.770011652194	flowers	male	rddm
_scaffold_1_003485.1	indv_3	11.1332560409683	flowers	male	rddm
_scaffold_1_003478.1	indv_3	101.92043674402	flowers	male	rddm
_scaffold_1_000729.1	indv_3	159.082538996655	flowers	male	rddm
_scaffold_1_000730.1	indv_3	128.539981984461	flowers	male	rddm
_scaffold_1_003469.1	indv_3	27.1801787763484	flowers	male	rddm
_scaffold_1_000744.1	indv_3	81.5497188218751	flowers	male	rddm
_scaffold_1_003462.1	indv_3	33.9857902248995	flowers	male	rddm
_scaffold_1_003461.1	indv_3	92.0086678862717	flowers	male	rddm
_scaffold_1_003460.1	indv_3	160.371902494901	flowers	male	rddm
_scaffold_1_000745.1	indv_3	86.7601134931129	flowers	male	rddm
_scaffold_1_003456.1	indv_3	40.4845674217031	flowers	male	rddm
_scaffold_1_000748.1	indv_3	80.8461584034582	flowers	male	rddm
_scaffold_1_000749.1	indv_3	40.5281982571474	flowers	male	rddm
_scaffold_1_003453.1	indv_3	34.5342729490839	flowers	male	rddm
_scaffold_1_003452.1	indv_3	26.0485630654827	flowers	male	rddm
_scaffold_1_003448.1	indv_3	64.5406147302513	flowers	male	rddm
_scaffold_1_003445.1	indv_3	49.4525196036072	flowers	male	rddm
_scaffold_1_000772.1	indv_3	31.4879968835468	flowers	male	rddm
_scaffold_1_003444.1	indv_3	32.9874253065729	flowers	male	rddm
_scaffold_1_003443.1	indv_3	15.0250220326543	flowers	male	rddm
_scaffold_1_000781.1	indv_3	36.2538905130554	flowers	male	rddm
_scaffold_1_000782.1	indv_3	34.9427567000115	flowers	male	rddm
_scaffold_1_000784.1	indv_3	267.664627808146	flowers	male	rddm
_scaffold_1_003442.1	indv_3	71.89286046881	flowers	male	rddm
_scaffold_1_000785.1	indv_3	29.2180563646725	flowers	male	rddm
_scaffold_1_000790.1	indv_3	93.5488783671481	flowers	male	rddm
_scaffold_1_000795.1	indv_3	128.985509464828	flowers	male	rddm
_scaffold_1_000796.1	indv_3	91.3660244631944	flowers	male	rddm
_scaffold_1_000802.1	indv_3	42.6096709607825	flowers	male	rddm
_scaffold_1_003425.1	indv_3	179.567593405098	flowers	male	rddm
_scaffold_1_000804.1	indv_3	46.1322764128523	flowers	male	rddm
_scaffold_1_003422.1	indv_3	81.1612780205381	flowers	male	rddm
_scaffold_1_003421.1	indv_3	91.0351956547208	flowers	male	rddm
_scaffold_1_000811.1	indv_3	128.770190353369	flowers	male	rddm
_scaffold_1_000813.1	indv_3	148.691998754038	flowers	male	rddm
_scaffold_1_000814.1	indv_3	116.580981551811	flowers	male	rddm
_scaffold_1_000819.1	indv_3	79.2767203046863	flowers	male	rddm
_scaffold_1_000820.1	indv_3	58.9834199163604	flowers	male	rddm
_scaffold_1_003403.1	indv_3	53.3820007004374	flowers	male	rddm
_scaffold_1_000821.1	indv_3	103.087372811556	flowers	male	rddm
_scaffold_1_003400.1	indv_3	122.174283047659	flowers	male	rddm
_scaffold_1_000822.1	indv_3	46.1515327786813	flowers	male	rddm
_scaffold_1_003393.1	indv_3	95.3716756232797	flowers	male	rddm
_scaffold_1_003392.1	indv_3	39.8905853514233	flowers	male	rddm
_scaffold_1_000824.1	indv_3	106.206267781611	flowers	male	rddm
_scaffold_1_003388.1	indv_3	79.9947835736939	flowers	male	rddm
_scaffold_1_000826.1	indv_3	151.153981050311	flowers	male	rddm
_scaffold_1_000827.1	indv_3	200.480326261722	flowers	male	rddm
_scaffold_1_003384.1	indv_3	163.467202436878	flowers	male	rddm
_scaffold_1_003382.1	indv_3	178.403777534988	flowers	male	rddm
_scaffold_1_000836.1	indv_3	12.1178297044553	flowers	male	rddm
_scaffold_1_003380.1	indv_3	84.6759402444005	flowers	male	rddm
_scaffold_1_003379.1	indv_3	39.5300075795825	flowers	male	rddm
_scaffold_1_003378.1	indv_3	24.1589642841989	flowers	male	rddm
_scaffold_1_003376.1	indv_3	24.8701007546937	flowers	male	rddm
_scaffold_1_000845.1	indv_3	19.5749556764279	flowers	male	rddm
_scaffold_1_000846.1	indv_3	93.6221406314743	flowers	male	rddm
_scaffold_1_003373.1	indv_3	51.9335558762372	flowers	male	rddm
_scaffold_1_003372.1	indv_3	88.5579290626333	flowers	male	rddm
