geneX	chr	start	end	geneY	strata
_chr12_001640.1	X	304423051	304428569	_scaffold_1_003204.1	S3
_chr12_001648.1	X	306394380	306404769	_scaffold_1_001751.1	S3
_chr12_001650.1	X	306418302	306430395	_scaffold_13_000122.1	S3
_chr12_001651.1	X	306544001	306548446	_scaffold_1_000882.1	S3
_chr12_001652.1	X	306749749	306757320	_scaffold_1_000885.1	S3
_chr12_001653.1	X	306759907	306766227	_scaffold_1_000890.1	S3
_chr12_001653.1	X	306759907	306766227	_scaffold_1_000890.1	S3
_chr12_001654.1	X	306766667	306772028	_scaffold_1_000891.1	S3
_chr12_001666.1	X	307474239	307480683	_scaffold_1_000898.1	S3
_chr12_001667.1	X	308291437	308295440	_scaffold_12_000439.1	S3
_chr12_001667.1	X	308291437	308295440	_scaffold_12_000439.1	S3
_chr12_001672.1	X	308909960	308912400	_scaffold_13_000120.1	S3
_chr12_001672.1	X	308909960	308912400	_scaffold_13_000120.1	S3
_chr12_001675.1	X	309617782	309619744	_scaffold_12_000257.1	S3
_chr12_001682.1	X	310519716	310534786	_scaffold_1_001381.1	S3
_chr12_001683.1	X	310718547	310721742	_scaffold_1_002783.1	S3
_chr12_001694.1	X	311991358	311993238	_scaffold_41_000068.1	S3
_chr12_001695.1	X	311995130	311996111	_scaffold_41_000069.1	S3
_chr12_001700.1	X	312525406	312529635	_scaffold_1_001744.1	S3
_chr12_001701.1	X	312552300	312557347	_scaffold_1_001745.1	S3
_chr12_001702.1	X	312558319	312561456	_scaffold_1_001746.1	S3
_chr12_001703.1	X	312561594	312564243	_scaffold_1_001747.1	S3
_chr12_001704.1	X	312570020	312576400	_scaffold_1_001748.1	S3
_chr12_001705.1	X	312871196	312878851	_scaffold_1_001749.1	S3
_chr12_001706.1	X	312963701	312969798	_scaffold_1_001053.1	S3
_chr12_001707.1	X	313135733	313141270	_scaffold_1_001054.1	S3
_chr12_001709.1	X	313240539	313247874	_scaffold_12_000483.1	S3
_chr12_001710.1	X	313253240	313257358	_scaffold_12_000484.1	S3
_chr12_001711.1	X	313383782	313389323	_scaffold_12_000485.1	S3
_chr12_001713.1	X	313429682	313432695	_scaffold_12_000486.1	S3
_chr12_001714.1	X	313436220	313440522	_scaffold_12_000487.1	S3
_chr12_001716.1	X	313546645	313553714	_scaffold_12_000051.1	S3
_chr12_001717.1	X	313901787	313904781	_scaffold_12_000052.1	S3
_chr12_001718.1	X	314106959	314111134	_scaffold_1_003413.1	S3
_chr12_001719.1	X	314303161	314307957	_scaffold_1_001789.1	S3
_chr12_001720.1	X	314334392	314336393	_scaffold_1_001790.1	S3
_chr12_001723.1	X	314493803	314495640	_scaffold_1_001791.1	S3
_chr12_001724.1	X	314598087	314601979	_scaffold_1_001810.1	S3
_chr12_001726.1	X	314722530	314729263	_scaffold_1_001812.1	S3
_chr12_001728.1	X	315232057	315237855	_scaffold_1_001055.1	S3
_chr12_001729.1	X	315244622	315248887	_scaffold_1_001056.1	S3
_chr12_001730.1	X	315249998	315253683	_scaffold_1_001057.1	S3
_chr12_001731.1	X	315254115	315256644	_scaffold_1_001058.1	S3
_chr12_001732.1	X	315256822	315258079	_scaffold_1_001059.1	S3
_chr12_001733.1	X	315368650	315372129	_scaffold_1_000846.1	S3
_chr12_001737.1	X	315855370	315860304	_scaffold_1_002308.1	S3
_chr12_001741.1	X	316353080	316359174	_scaffold_1_001771.1	S3
_chr12_001742.1	X	316361744	316362259	_scaffold_1_001774.1	S3
_chr12_001743.1	X	316476639	316482000	_scaffold_1_001775.1	S3
_chr12_001744.1	X	316482985	316484220	_scaffold_1_001776.1	S3
_chr12_001745.1	X	316528336	316529457	_scaffold_1_001777.1	S3
_chr12_001746.1	X	316543069	316546923	_scaffold_1_001778.1	S3
_chr12_001748.1	X	316758115	316764019	_scaffold_1_001780.1	S3
_chr12_001749.1	X	316789380	316796475	_scaffold_1_001783.1	S3
_chr12_001751.1	X	317559908	317564929	_scaffold_16_000179.1	S3
_chr12_001758.1	X	318036647	318038785	_scaffold_12_000439.1	S3
_chr12_001758.1	X	318036647	318038785	_scaffold_12_000439.1	S3
_chr12_001789.1	X	320932694	320936366	_scaffold_12_000439.1	S3
_chr12_001789.1	X	320932694	320936366	_scaffold_12_000439.1	S3
_chr12_001791.1	X	320936981	320941590	_scaffold_12_000439.1	S3
_chr12_001791.1	X	320936981	320941590	_scaffold_12_000439.1	S3
_chr12_001792.1	X	320944104	320950517	_scaffold_12_000439.1	S3
_chr12_001792.1	X	320944104	320950517	_scaffold_12_000439.1	S3
_chr12_001796.1	X	321067387	321079296	_scaffold_1_001217.1	S3
_chr12_001796.1	X	321067387	321079296	_scaffold_1_001217.1	S3
_chr12_001808.1	X	321664100	321669251	_scaffold_1_001880.1	S3
_chr12_001831.1	X	322774380	322776435	_scaffold_1_001193.1	S3
_chr12_001843.1	X	322947901	322950524	_scaffold_13_000120.1	S3
_chr12_001843.1	X	322947901	322950524	_scaffold_13_000120.1	S3
_chr12_001876.1	X	323978902	323979673	_scaffold_1_000008.1	S3
_chr12_001892.1	X	325309204	325313657	_scaffold_13_000010.1	S3
_chr12_001892.1	X	325309204	325313657	_scaffold_13_000010.1	S3
_chr12_001894.1	X	325411135	325413197	_scaffold_13_000070.1	S3
_chr12_001894.1	X	325411135	325413197	_scaffold_13_000070.1	S3
_chr12_001925.1	X	327082545	327087891	_scaffold_1_003816.1	S3
_chr12_001925.1	X	327082545	327087891	_scaffold_1_003816.1	S3
_chr12_001945.1	X	327576008	327579331	_scaffold_1_003571.1	S3
_chr12_001954.1	X	327817569	327833778	_scaffold_1_001549.1	S3
_chr12_001961.1	X	328352060	328356332	_scaffold_1_003312.1	S3
_chr12_001961.1	X	328352060	328356332	_scaffold_1_003312.1	S3
_chr12_001995.1	X	329553018	329555683	_scaffold_1_001891.1	S3
_chr12_001996.1	X	329555752	329558073	_scaffold_1_001804.1	S3
_chr12_002005.1	X	329932235	329936412	_scaffold_41_000115.1	S3
_chr12_002021.1	X	330705499	330707883	_scaffold_1_001369.1	S3
_chr12_002032.1	X	330892547	330893258	_scaffold_1_000700.1	S3
_chr12_002037.1	X	330951436	330952448	_scaffold_1_002300.1	S3
_chr12_002078.1	X	332714549	332717536	_scaffold_1_002025.1	S3
_chr12_002078.1	X	332714549	332717536	_scaffold_1_002025.1	S3
_chr12_002091.1	X	332940256	332941056	_scaffold_1_002161.1	S3
_chr12_002091.1	X	332940256	332941056	_scaffold_1_002161.1	S3
_chr12_002147.1	X	333531583	333537384	_scaffold_1_003928.1	S3
_chr12_002254.1	X	336375885	336377337	_scaffold_13_000407.1	S3
_chr12_002366.1	X	338397813	338406104	_scaffold_12_000002.1	S3
_chr12_002366.1	X	338397813	338406104	_scaffold_12_000002.1	S3
_chr12_002388.1	X	339160935	339164658	_scaffold_16_000141.1	S3
_chr12_002388.1	X	339160935	339164658	_scaffold_16_000141.1	S3
_chr12_002393.1	X	339246772	339249295	_scaffold_1_003959.1	S3
_chr12_002393.1	X	339246772	339249295	_scaffold_1_003959.1	S3
_chr12_002394.1	X	339249301	339254635	_scaffold_1_000376.1	S3
_chr12_002398.1	X	339315249	339320610	_scaffold_1_003053.1	S3
_chr12_002489.1	X	341997861	342000699	_scaffold_13_000457.1	S3
_chr12_002489.1	X	341997861	342000699	_scaffold_13_000457.1	S3
_chr12_002604.1	X	344631301	344631534	_scaffold_1_003793.1	S3
_chr12_002685.1	X	344630536	344631495	_scaffold_1_000398.1	S3
_chr12_002768.1	X	341884369	341886828	_scaffold_1_003070.1	S3
_chr12_002804.1	X	340805377	340810949	_scaffold_13_000409.1	S3
_chr12_002810.1	X	340652234	340654878	_scaffold_1_001534.1	S3
_chr12_002810.1	X	340652234	340654878	_scaffold_1_001534.1	S3
_chr12_002815.1	X	340581802	340588419	_scaffold_1_001534.1	S3
_chr12_002815.1	X	340581802	340588419	_scaffold_1_001534.1	S3
_chr12_002828.1	X	340379859	340385133	_scaffold_1_001850.1	S3
_chr12_002874.1	X	338743572	338745549	_scaffold_1_001875.1	S3
_chr12_002877.1	X	338631188	338640877	_scaffold_1_002364.1	S3
_chr12_002878.1	X	338596342	338599952	_scaffold_1_001126.1	S3
_chr12_002896.1	X	338237904	338240966	_scaffold_1_002878.1	S3
_chr12_002896.1	X	338237904	338240966	_scaffold_1_002878.1	S3
_chr12_002901.1	X	337978022	337980848	_scaffold_1_002126.1	S3
_chr12_002929.1	X	337445119	337446236	_scaffold_1_002161.1	S3
_chr12_002929.1	X	337445119	337446236	_scaffold_1_002161.1	S3
_chr12_002935.1	X	337365910	337375505	_scaffold_1_000772.1	S3
_chr12_002951.1	X	337067250	337068798	_scaffold_13_000277.1	S3
_chr12_003068.1	X	332851980	332865242	_scaffold_1_002920.1	S3
_chr12_003131.1	X	330144999	330146670	_scaffold_1_000621.1	S3
_chr12_003131.1	X	330144999	330146670	_scaffold_1_000621.1	S3
_chr12_003139.1	X	329956063	329956690	_scaffold_1_000007.1	S3
_chr12_003139.1	X	329956063	329956690	_scaffold_1_000007.1	S3
_chr12_003153.1	X	329755947	329758260	_scaffold_12_000497.1	S3
_chr12_003154.1	X	329667462	329672516	_scaffold_12_000470.1	S3
_chr12_003177.1	X	328740498	328743952	_scaffold_16_000184.1	S3
_chr12_003200.1	X	327901791	327907766	_scaffold_1_003351.1	S3
_chr12_003293.1	X	323254222	323254923	_scaffold_1_001514.1	S3
_chr12_003314.1	X	322492708	322496191	_scaffold_16_000066.1	S3
_chr12_003322.1	X	322226207	322229535	_scaffold_1_003769.1	S3
_chr12_003339.1	X	321519220	321519697	_scaffold_1_000416.1	S3
_chr12_003357.1	X	320888432	320891079	_scaffold_12_000439.1	S3
_chr12_003357.1	X	320888432	320891079	_scaffold_12_000439.1	S3
_chr12_003359.1	X	320884073	320885756	_scaffold_12_000439.1	S3
_chr12_003359.1	X	320884073	320885756	_scaffold_12_000439.1	S3
_chr12_003364.1	X	320265388	320269363	_scaffold_12_000439.1	S3
_chr12_003364.1	X	320265388	320269363	_scaffold_12_000439.1	S3
_chr12_003384.1	X	318896614	318904246	_scaffold_1_000890.1	S3
_chr12_003384.1	X	318896614	318904246	_scaffold_1_000890.1	S3
_chr12_003432.1	X	316806501	316807689	_scaffold_1_002332.1	S3
_chr12_003437.1	X	316547382	316552808	_scaffold_1_002336.1	S3
_chr12_003438.1	X	316532772	316536472	_scaffold_1_002337.1	S3
_chr12_003439.1	X	316530499	316532770	_scaffold_1_002338.1	S3
_chr12_003442.1	X	316185313	316190448	_scaffold_1_002341.1	S3
_chr12_003445.1	X	316152876	316154433	_scaffold_1_002343.1	S3
_chr12_003446.1	X	316147834	316151029	_scaffold_1_002344.1	S3
_chr12_003448.1	X	316059836	316061577	_scaffold_1_001833.1	S3
_chr12_003449.1	X	315951457	315964387	_scaffold_1_001834.1	S3
_chr12_003450.1	X	315862588	315868673	_scaffold_1_001835.1	S3
_chr12_003451.1	X	315593397	315594866	_scaffold_1_003365.1	S3
_chr12_003452.1	X	315564071	315568147	_scaffold_1_003366.1	S3
_chr12_003453.1	X	315531685	315533584	_scaffold_1_000847.1	S3
_chr12_003453.1	X	315531685	315533584	_scaffold_1_000847.1	S3
_chr12_003455.1	X	315435454	315438828	_scaffold_12_000245.1	S3
_chr12_003458.1	X	315416368	315422200	_scaffold_1_001544.1	S3
_chr12_003459.1	X	315372722	315379063	_scaffold_1_003372.1	S3
_chr12_003462.1	X	315260287	315265033	_scaffold_1_003134.1	S3
_chr12_003474.1	X	314496035	314499437	_scaffold_1_002327.1	S3
_chr12_003475.1	X	314352090	314353316	_scaffold_1_003927.1	S3
_chr12_003477.1	X	314338651	314350706	_scaffold_1_002330.1	S3
_chr12_003479.1	X	314182289	314186945	_scaffold_1_000813.1	S3
_chr12_003480.1	X	313905323	313912713	_scaffold_12_000479.1	S3
_chr12_003486.1	X	313530163	313535029	_scaffold_12_000481.1	S3
_chr12_003487.1	X	313496876	313504851	_scaffold_12_000046.1	S3
_chr12_003488.1	X	313461723	313466656	_scaffold_12_000048.1	S3
_chr12_003489.1	X	312969826	312974171	_scaffold_1_003143.1	S3
_chr12_003490.1	X	312879469	312883460	_scaffold_1_002361.1	S3
_chr12_003492.1	X	312290908	312295136	_scaffold_1_002546.1	S3
_chr12_003495.1	X	311559695	311574584	_scaffold_13_000064.1	S3
_chr12_003502.1	X	311157000	311159315	_scaffold_1_002782.1	S3
_chr12_003506.1	X	310734793	310742019	_scaffold_1_001383.1	S3
_chr12_003507.1	X	310722267	310724769	_scaffold_1_001384.1	S3
_chr12_003508.1	X	310090522	310093138	_scaffold_41_000073.1	S3
_chr12_003512.1	X	309320796	309328380	_scaffold_12_000282.1	S3
_chr12_003513.1	X	309054577	309060227	_scaffold_13_000287.1	S3
_chr12_003516.1	X	308912377	308919639	_scaffold_13_000288.1	S3
_chr12_003517.1	X	308296422	308300430	_scaffold_12_000239.1	S3
_chr12_003518.1	X	308130123	308134397	_scaffold_16_000141.1	S3
_chr12_003518.1	X	308130123	308134397	_scaffold_16_000141.1	S3
_chr12_003520.1	X	308101377	308105246	_scaffold_1_001752.1	S3
_chr12_003521.1	X	308097344	308099719	_scaffold_1_001753.1	S3
_chr12_003536.1	X	307848355	307848533	_scaffold_12_000252.1	S3
_chr12_003537.1	X	307702063	307704387	_scaffold_1_003282.1	S3
_chr12_003541.1	X	307461435	307465563	_scaffold_1_003286.1	S3
_chr12_003542.1	X	307460261	307461433	_scaffold_1_003287.1	S3
_chr12_003545.1	X	307267441	307271775	_scaffold_1_003294.1	S3
_chr12_003548.1	X	307022088	307031046	_scaffold_1_002826.1	S3
_chr12_003550.1	X	305942392	305956912	_scaffold_1_003144.1	S3
_chr12_003552.1	X	305588666	305597828	_scaffold_1_003149.1	S3
_chr12_003553.1	X	305562118	305567355	_scaffold_1_003150.1	S3
_chr12_003556.1	X	304672348	304676536	_scaffold_1_001044.1	S3
_chr12_003557.1	X	304658947	304664403	_scaffold_1_001045.1	S3
_chr12_003558.1	X	304564120	304565193	_scaffold_1_001046.1	S3
_chr12_003561.1	X	304175377	304181460	_scaffold_1_002347.1	S3
_chr12_003568.1	X	303420800	303423573	_scaffold_41_000009.1	S3
_chr12_003573.1	X	302972897	302976839	_scaffold_1_002348.1	S3
_chr12_003574.1	X	302412866	302414773	_scaffold_1_002250.1	S3
_chr12_003578.1	X	302073616	302079279	_scaffold_12_000467.1	S3
_chr12_003581.1	X	301891575	301896523	_scaffold_1_002140.1	S3
_chr12_003584.1	X	301513816	301520494	_scaffold_1_001995.1	S3
_chr12_003590.1	X	300109676	300114696	_scaffold_13_000263.1	S3
_chr12_003591.1	X	300101781	300109674	_scaffold_13_000264.1	S3
_chr12_003592.1	X	299917495	299922735	_scaffold_13_000265.1	S3
_chr12_003594.1	X	299441550	299449398	_scaffold_1_000341.1	S3
_chr12_003595.1	X	299077409	299083419	_scaffold_1_000343.1	S3
_chr12_003603.1	X	298115220	298118427	_scaffold_1_000261.1	S3
_chr12_003606.1	X	297260535	297263900	_scaffold_1_000273.1	S3
_chr12_003613.1	X	293671006	293672058	_scaffold_1_002511.1	S3
_chr12_003616.1	X	292951387	292957536	_scaffold_1_000930.1	S3
_chr12_003617.1	X	292866544	292874033	_scaffold_1_000924.1	S3
_chr12_003618.1	X	292688329	292694058	_scaffold_1_000925.1	S3
_chr12_003621.1	X	292538622	292544128	_scaffold_1_003275.1	S3
_chr12_003622.1	X	292527975	292531445	_scaffold_1_003276.1	S3
_chr12_003626.1	X	291413604	291419723	_scaffold_1_003259.1	S3
_chr12_003632.1	X	290771552	290777062	_scaffold_1_001023.1	S3
_chr12_003633.1	X	290684548	290691696	_scaffold_1_001025.1	S3
_chr12_003636.1	X	290532211	290534673	_scaffold_1_000716.1	S3
_chr12_003647.1	X	289697736	289704646	_scaffold_1_003157.1	S3
_chr12_003649.1	X	289522009	289526066	_scaffold_1_003158.1	S3
_chr12_003652.1	X	288497076	288503112	_scaffold_1_003161.1	S3
_chr12_003658.1	X	287848674	287850892	_scaffold_1_003163.1	S3
_chr12_003669.1	X	286514749	286522022	_scaffold_1_003118.1	S3
_chr12_003690.1	X	282478936	282482603	_scaffold_1_003206.1	S3
_chr12_003691.1	X	282129418	282140491	_scaffold_1_003208.1	S3
_chr12_003693.1	X	281980851	281987642	_scaffold_12_000314.1	S3
_chr12_003694.1	X	281936655	281939368	_scaffold_16_000010.1	S3
_chr12_003699.1	X	280837464	280841365	_scaffold_16_000039.1	S3
_chr12_003717.1	X	278306681	278320287	_scaffold_1_001481.1	S3
_chr12_003732.1	X	276417529	276418778	_scaffold_1_003847.1	S3
_chr12_003742.1	X	275593642	275599720	_scaffold_1_002161.1	S3
_chr12_003742.1	X	275593642	275599720	_scaffold_1_002161.1	S3
_chr12_003748.1	X	274953092	274959363	_scaffold_1_000103.1	S3
_chr12_003749.1	X	274785604	274787811	_scaffold_41_000104.1	S3
_chr12_003751.1	X	274770190	274771257	_scaffold_41_000034.1	S3
_chr12_003754.1	X	274279666	274285104	_scaffold_1_003861.1	S3
_chr12_003761.1	X	272497825	272500200	_scaffold_1_003352.1	S3
_chr12_003762.1	X	272480905	272491662	_scaffold_1_003362.1	S3
_chr12_003764.1	X	272060847	272085380	_scaffold_1_001603.1	S3
_chr12_003776.1	X	271854406	271863905	_scaffold_1_001605.1	S3
_chr12_003787.1	X	267764742	267765378	_scaffold_1_001101.1	S3
_chr12_003789.1	X	267284614	267286961	_scaffold_1_001176.1	S3
_chr12_003798.1	X	265870600	265881631	_scaffold_1_002748.1	S3
_chr12_003799.1	X	265657876	265664024	_scaffold_1_002750.1	S3
_chr12_003800.1	X	265496738	265499832	_scaffold_1_003441.1	S3
_chr12_003809.1	X	261578061	261598305	_scaffold_1_001121.1	S3
_chr12_003814.1	X	260239224	260244390	_scaffold_13_000201.1	S3
_chr12_003815.1	X	259891967	259899635	_scaffold_1_000050.1	S3
_chr12_003826.1	X	258392739	258399642	_scaffold_1_002128.1	S3
_chr12_003831.1	X	256619230	256620766	_scaffold_1_000339.1	S3
_chr12_003831.1	X	256619230	256620766	_scaffold_1_000339.1	S3
_chr12_003836.1	X	256291982	256293006	_scaffold_1_003959.1	S3
_chr12_003836.1	X	256291982	256293006	_scaffold_1_003959.1	S3
_chr12_003844.1	X	254207529	254221077	_scaffold_1_001652.1	S3
_chr12_003859.1	X	249938006	249940119	_scaffold_13_000130.1	S3
_chr12_003860.1	X	249364116	249367178	_scaffold_13_000131.1	S3
_chr12_003861.1	X	249330341	249334363	_scaffold_1_003400.1	S3
_chr12_003867.1	X	247109545	247119068	_scaffold_1_001764.1	S3
_chr12_003872.1	X	243747948	243758448	_scaffold_1_000737.1	S3
_chr12_003879.1	X	241617535	241619943	_scaffold_1_000822.1	S3
_chr12_003880.1	X	240976103	240977983	_scaffold_1_000823.1	S3
_chr12_003881.1	X	239974912	239982222	_scaffold_1_000826.1	S3
_chr12_003882.1	X	239968288	239971117	_scaffold_1_000827.1	S3
_chr12_003885.1	X	239141547	239150118	_scaffold_1_003338.1	S3
_chr12_003890.1	X	237790804	237801983	_scaffold_1_002359.1	S3
_chr12_003891.1	X	237747213	237748477	_scaffold_1_001849.1	S3
_chr12_003893.1	X	236714169	236717392	_scaffold_1_003141.1	S3
_chr12_003893.1	X	236714169	236717392	_scaffold_1_003141.1	S3
_chr12_003895.1	X	236370634	236377201	_scaffold_12_000174.1	S3
_chr12_003908.1	X	231613156	231615238	_scaffold_1_000431.1	S3
_chr12_003919.1	X	226163360	226171676	_scaffold_1_000319.1	S3
_chr12_003922.1	X	225479068	225486142	_scaffold_1_001272.1	S3
_chr12_003927.1	X	221928318	221929383	_scaffold_1_000007.1	S3
_chr12_003927.1	X	221928318	221929383	_scaffold_1_000007.1	S3
_chr12_003929.1	X	221905774	221917767	_scaffold_12_000002.1	S3
_chr12_003929.1	X	221905774	221917767	_scaffold_12_000002.1	S3
_chr12_003938.1	X	216598148	216601105	_scaffold_1_000006.1	S3
_chr12_003948.1	X	210820555	210829738	_scaffold_1_000932.1	S3
_chr12_003952.1	X	208628773	208633299	_scaffold_1_001124.1	S3
_chr12_003965.1	X	197412330	197422730	_scaffold_1_001618.1	S3
_chr12_003968.1	X	197241309	197244165	_scaffold_1_001622.1	S3
_chr12_003970.1	X	194603702	194604711	_scaffold_1_000616.1	S3
_chr12_003973.1	X	192921704	192923122	_scaffold_1_002274.1	S3
_chr12_003991.1	X	185941089	185961153	_scaffold_1_003630.1	S3
_chr12_003997.1	X	185035272	185037639	_scaffold_1_003991.1	S3
_chr12_004002.1	X	184411161	184438003	_scaffold_1_003033.1	S3
_chr12_004013.1	X	179377893	179381890	_scaffold_12_000127.1	S3
_chr12_004021.1	X	173559715	173561942	_scaffold_41_000118.1	S3
_chr12_004029.1	X	169276112	169277001	_scaffold_1_000828.1	S3
_chr12_004032.1	X	35535432	35538661	_scaffold_1_002025.1	S3
_chr12_004032.1	X	35535432	35538661	_scaffold_1_002025.1	S3
_chr12_004047.1	X	36564479	36567864	_scaffold_1_004000.1	S3
_chr12_004053.1	X	36776284	36780694	_scaffold_1_003619.1	S3
_chr12_004058.1	X	37678876	37686358	_scaffold_1_003310.1	S3
_chr12_004059.1	X	38582009	38587894	_scaffold_1_002537.1	S3
_chr12_004062.1	X	39129198	39134188	_scaffold_1_000305.1	S3
_chr12_004072.1	X	40771304	40773302	_scaffold_1_000528.1	S3
_chr12_004078.1	X	42130429	42132664	_scaffold_1_003452.1	S3
_chr12_004078.1	X	42130429	42132664	_scaffold_1_003452.1	S3
_chr12_004083.1	X	43037848	43040846	_scaffold_1_002446.1	S3
_chr12_004084.1	X	43047098	43049415	_scaffold_1_002447.1	S3
_chr12_004085.1	X	44023839	44032787	_scaffold_1_002448.1	S3
_chr12_004086.1	X	44038907	44043215	_scaffold_1_002450.1	S3
_chr12_004092.1	X	45534567	45535959	_scaffold_1_001157.1	S3
_chr12_004095.1	X	45638132	45639411	_scaffold_1_003768.1	S3
_chr12_004111.1	X	47152016	47154841	_scaffold_1_001185.1	S3
_chr12_004120.1	X	48488639	48488926	_scaffold_1_004042.1	S3
_chr12_004121.1	X	48489566	48491826	_scaffold_1_004043.1	S3
_chr12_004122.1	X	48498370	48511964	_scaffold_1_001202.1	S3
_chr12_004125.1	X	48636170	48638870	_scaffold_1_002965.1	S3
_chr12_004126.1	X	48831905	48837680	_scaffold_1_001210.1	S3
_chr12_004145.1	X	53441251	53447428	_scaffold_41_000130.1	S3
_chr12_004153.1	X	56238089	56242774	_scaffold_1_000784.1	S3
_chr12_004162.1	X	56786549	56787289	_scaffold_1_001936.1	S3
_chr12_004164.1	X	56790076	56790499	_scaffold_1_000190.1	S3
_chr12_004171.1	X	59867856	59873066	_scaffold_1_000811.1	S3
_chr12_004189.1	X	62893642	62899107	_scaffold_1_002801.1	S3
_chr12_004190.1	X	63170074	63171104	_scaffold_1_000172.1	S3
_chr12_004192.1	X	64102587	64108883	_scaffold_12_000442.1	S3
_chr12_004199.1	X	65600012	65604212	_scaffold_1_001403.1	S3
_chr12_004200.1	X	65784348	65791179	_scaffold_1_003706.1	S3
_chr12_004206.1	X	66518584	66531295	_scaffold_1_000558.1	S3
_chr12_004226.1	X	68963057	68972509	_scaffold_13_000187.1	S3
_chr12_004235.1	X	69601953	69605434	_scaffold_1_003037.1	S3
_chr12_004244.1	X	72134901	72148668	_scaffold_1_003800.1	S3
_chr12_004247.1	X	74820703	74824630	_scaffold_1_002200.1	S3
_chr12_004251.1	X	76942013	76942938	_scaffold_1_001087.1	S3
_chr12_004252.1	X	76942940	76944168	_scaffold_1_001091.1	S3
_chr12_004266.1	X	78573393	78575589	_scaffold_1_003431.1	S3
_chr12_004278.1	X	83305591	83310750	_scaffold_1_003935.1	S3
_chr12_004279.1	X	83538236	83548118	_scaffold_1_002568.1	S3
_chr12_004284.1	X	85445273	85446379	_scaffold_12_000490.1	S3
_chr12_004296.1	X	90369214	90372650	_scaffold_1_000713.1	S3
_chr12_004305.1	X	91511928	91518137	_scaffold_1_001598.1	S3
_chr12_004310.1	X	92521628	92523447	_scaffold_1_001981.1	S3
_chr12_004315.1	X	93765402	93769164	_scaffold_1_001982.1	S3
_chr12_004355.1	X	101344811	101348041	_scaffold_1_003100.1	S3
_chr12_004359.1	X	102355383	102357857	_scaffold_1_003200.1	S3
_chr12_004362.1	X	103637894	103639492	_scaffold_1_003509.1	S3
_chr12_004375.1	X	106581551	106583152	_scaffold_1_004045.1	S3
_chr12_004378.1	X	106603295	106607906	_scaffold_1_001743.1	S3
_chr12_004382.1	X	107367434	107385286	_scaffold_1_000027.1	S3
_chr12_004389.1	X	111949127	111954300	_scaffold_13_000418.1	S3
_chr12_004400.1	X	114048883	114056080	_scaffold_13_000419.1	S3
_chr12_004405.1	X	115634111	115642451	_scaffold_13_000037.1	S3
_chr12_004408.1	X	116596780	116601757	_scaffold_1_000221.1	S3
_chr12_004414.1	X	117822681	117825159	_scaffold_1_000378.1	S3
_chr12_004418.1	X	120070702	120078728	_scaffold_1_004082.1	S3
_chr12_004421.1	X	120983698	120990610	_scaffold_1_001433.1	S3
_chr12_004423.1	X	122002937	122016880	_scaffold_1_002753.1	S3
_chr12_004434.1	X	122565312	122566778	_scaffold_1_003359.1	S3
_chr12_004442.1	X	126836117	126847909	_scaffold_13_000133.1	S3
_chr12_004455.1	X	128685495	128687085	_scaffold_13_000253.1	S3
_chr12_004456.1	X	128899172	128900353	_scaffold_1_001696.1	S3
_chr12_004459.1	X	130454369	130467796	_scaffold_1_000467.1	S3
_chr12_004464.1	X	131379921	131382991	_scaffold_1_003103.1	S3
_chr12_004469.1	X	134349892	134353303	_scaffold_1_002306.1	S3
_chr12_004471.1	X	135082711	135088173	_scaffold_1_003698.1	S3
_chr12_004484.1	X	137338698	137348288	_scaffold_1_002143.1	S3
_chr12_004487.1	X	138277886	138280617	_scaffold_1_002004.1	S3
_chr12_004490.1	X	142746103	142759639	_scaffold_1_002752.1	S3
_chr12_004492.1	X	144157612	144161644	_scaffold_41_000116.1	S3
_chr12_004496.1	X	146790878	146794544	_scaffold_1_001608.1	S3
_chr12_004500.1	X	148250356	148258350	_scaffold_1_003530.1	S3
_chr12_004502.1	X	150585996	150586776	_scaffold_1_002773.1	S3
_chr12_004505.1	X	151371647	151380802	_scaffold_1_003460.1	S3
_chr12_004508.1	X	152426066	152428747	_scaffold_1_000091.1	S3
_chr12_004510.1	X	153025064	153033686	_scaffold_1_001718.1	S3
_chr12_004511.1	X	153568086	153574201	_scaffold_1_003380.1	S3
_chr12_004519.1	X	156650480	156662118	_scaffold_1_003379.1	S3
_chr12_004523.1	X	160514791	160518865	_scaffold_1_000985.1	S3
_chr12_004524.1	X	160626772	160628713	_scaffold_1_003446.1	S3
_chr12_004542.1	X	33183837	33201995	_scaffold_1_004139.1	S3
_chr12_004552.1	X	32044874	32047935	_scaffold_41_000088.1	S3
_chr12_004559.1	X	29874481	29891173	_scaffold_1_002585.1	S3
_chr12_004563.1	X	29498519	29500106	_scaffold_1_001831.1	S3
_chr12_004573.1	X	29274932	29275826	_scaffold_1_000621.1	S3
_chr12_004573.1	X	29274932	29275826	_scaffold_1_000621.1	S3
_chr12_004574.1	X	29262848	29265236	_scaffold_1_000937.1	S3
_chr12_004576.1	X	26795822	26803277	_scaffold_1_002075.1	S3
_chr12_004577.1	X	26139200	26187529	_scaffold_1_001292.1	S1c
_chr12_004592.1	X	23647701	23653639	_scaffold_1_003497.1	S1c
_chr12_004593.1	X	23633769	23645894	_scaffold_1_000719.1	S1c
_chr12_004598.1	X	22878250	22883724	_scaffold_1_004095.1	S1c
_chr12_004600.1	X	22748638	22753086	_scaffold_1_002100.1	S1c
_chr12_004601.1	X	22218939	22220753	_scaffold_1_002355.1	S1c
